# ExportSyncDB: 24-11-25 11:14:11 [ LUA ]
# TRACKASSEMBLY_PIECES:(MODEL	TYPE	NAME)
# Categorize(AlexCookie's 2ft track pack): 740453553
"models/xqm/rails/straight_8.mdl"	"XQM Ball Rails"	"Straight 8"
"models/xqm/rails/tunnel_1.mdl"	"XQM Ball Rails"	"Tunnel 1"
"models/xqm/rails/tunnel_16.mdl"	"XQM Ball Rails"	"Tunnel 16"
"models/xqm/rails/tunnel_2.mdl"	"XQM Ball Rails"	"Tunnel 2"
"models/xqm/rails/tunnel_4.mdl"	"XQM Ball Rails"	"Tunnel 4"
"models/xqm/rails/tunnel_8.mdl"	"XQM Ball Rails"	"Tunnel 8"
"models/xqm/rails/turn_15.mdl"	"XQM Ball Rails"	"Turn 15"
"models/xqm/rails/turn_180.mdl"	"XQM Ball Rails"	"Turn 180"
"models/xqm/rails/turn_30.mdl"	"XQM Ball Rails"	"Turn 30"
"models/xqm/rails/turn_45.mdl"	"XQM Ball Rails"	"Turn 45"
"models/xqm/rails/turn_90.mdl"	"XQM Ball Rails"	"Turn 90"
"models/xqm/rails/twist_45_left.mdl"	"XQM Ball Rails"	"Twist 45 Left"
"models/xqm/rails/twist_45_right.mdl"	"XQM Ball Rails"	"Twist 45 Right"
"models/xqm/rails/twist_90_left.mdl"	"XQM Ball Rails"	"Twist 90 Left"
"models/xqm/rails/twist_90_right.mdl"	"XQM Ball Rails"	"Twist 90 Right"
# Categorize(XQM Coaster): nil
"models/xqm/coastertrack/bank_start_left_1.mdl"	"XQM Coaster"	"Bank Start Left 1"
"models/xqm/coastertrack/bank_start_left_2.mdl"	"XQM Coaster"	"Bank Start Left 2"
"models/xqm/coastertrack/bank_start_left_3.mdl"	"XQM Coaster"	"Bank Start Left 3"
"models/xqm/coastertrack/bank_start_left_4.mdl"	"XQM Coaster"	"Bank Start Left 4"
"models/xqm/coastertrack/bank_start_right_1.mdl"	"XQM Coaster"	"Bank Start Right 1"
"models/xqm/coastertrack/bank_start_right_2.mdl"	"XQM Coaster"	"Bank Start Right 2"
"models/xqm/coastertrack/bank_start_right_3.mdl"	"XQM Coaster"	"Bank Start Right 3"
"models/xqm/coastertrack/bank_start_right_4.mdl"	"XQM Coaster"	"Bank Start Right 4"
"models/xqm/coastertrack/bank_turn_180_1.mdl"	"XQM Coaster"	"Bank Turn 180 1"
"models/xqm/coastertrack/bank_turn_180_2.mdl"	"XQM Coaster"	"Bank Turn 180 2"
"models/xqm/coastertrack/bank_turn_180_3.mdl"	"XQM Coaster"	"Bank Turn 180 3"
"models/xqm/coastertrack/bank_turn_180_4.mdl"	"XQM Coaster"	"Bank Turn 180 4"
"models/xqm/coastertrack/bank_turn_45_1.mdl"	"XQM Coaster"	"Bank Turn 45 1"
"models/xqm/coastertrack/bank_turn_45_2.mdl"	"XQM Coaster"	"Bank Turn 45 2"
"models/xqm/coastertrack/bank_turn_45_3.mdl"	"XQM Coaster"	"Bank Turn 45 3"
"models/xqm/coastertrack/bank_turn_45_4.mdl"	"XQM Coaster"	"Bank Turn 45 4"
"models/xqm/coastertrack/bank_turn_90_1.mdl"	"XQM Coaster"	"Bank Turn 90 1"
"models/xqm/coastertrack/bank_turn_90_2.mdl"	"XQM Coaster"	"Bank Turn 90 2"
"models/xqm/coastertrack/bank_turn_90_3.mdl"	"XQM Coaster"	"Bank Turn 90 3"
"models/xqm/coastertrack/bank_turn_90_4.mdl"	"XQM Coaster"	"Bank Turn 90 4"
"models/xqm/coastertrack/slope_225_1.mdl"	"XQM Coaster"	"Slope 225 1"
"models/xqm/coastertrack/slope_225_2.mdl"	"XQM Coaster"	"Slope 225 2"
"models/xqm/coastertrack/slope_225_3.mdl"	"XQM Coaster"	"Slope 225 3"
"models/xqm/coastertrack/slope_225_4.mdl"	"XQM Coaster"	"Slope 225 4"
"models/xqm/coastertrack/slope_225_down_1.mdl"	"XQM Coaster"	"Slope 225 Down 1"
"models/xqm/coastertrack/slope_225_down_2.mdl"	"XQM Coaster"	"Slope 225 Down 2"
"models/xqm/coastertrack/slope_225_down_3.mdl"	"XQM Coaster"	"Slope 225 Down 3"
"models/xqm/coastertrack/slope_225_down_4.mdl"	"XQM Coaster"	"Slope 225 Down 4"
"models/xqm/coastertrack/slope_45_1.mdl"	"XQM Coaster"	"Slope 45 1"
"models/xqm/coastertrack/slope_45_2.mdl"	"XQM Coaster"	"Slope 45 2"
"models/xqm/coastertrack/slope_45_3.mdl"	"XQM Coaster"	"Slope 45 3"
"models/xqm/coastertrack/slope_45_4.mdl"	"XQM Coaster"	"Slope 45 4"
"models/xqm/coastertrack/slope_45_down_1.mdl"	"XQM Coaster"	"Slope 45 Down 1"
"models/xqm/coastertrack/slope_45_down_2.mdl"	"XQM Coaster"	"Slope 45 Down 2"
"models/xqm/coastertrack/slope_45_down_3.mdl"	"XQM Coaster"	"Slope 45 Down 3"
"models/xqm/coastertrack/slope_45_down_4.mdl"	"XQM Coaster"	"Slope 45 Down 4"
"models/xqm/coastertrack/slope_90_1.mdl"	"XQM Coaster"	"Slope 90 1"
"models/xqm/coastertrack/slope_90_2.mdl"	"XQM Coaster"	"Slope 90 2"
"models/xqm/coastertrack/slope_90_3.mdl"	"XQM Coaster"	"Slope 90 3"
"models/xqm/coastertrack/slope_90_4.mdl"	"XQM Coaster"	"Slope 90 4"
"models/xqm/coastertrack/slope_90_down_1.mdl"	"XQM Coaster"	"Slope 90 Down 1"
"models/xqm/coastertrack/slope_90_down_2.mdl"	"XQM Coaster"	"Slope 90 Down 2"
"models/xqm/coastertrack/slope_90_down_3.mdl"	"XQM Coaster"	"Slope 90 Down 3"
"models/xqm/coastertrack/slope_90_down_4.mdl"	"XQM Coaster"	"Slope 90 Down 4"
"models/xqm/coastertrack/special_full_corkscrew_left_1.mdl"	"XQM Coaster"	"Special Full Corkscrew Left 1"
"models/xqm/coastertrack/special_full_corkscrew_left_2.mdl"	"XQM Coaster"	"Special Full Corkscrew Left 2"
"models/xqm/coastertrack/special_full_corkscrew_left_3.mdl"	"XQM Coaster"	"Special Full Corkscrew Left 3"
"models/xqm/coastertrack/special_full_corkscrew_left_4.mdl"	"XQM Coaster"	"Special Full Corkscrew Left 4"
"models/xqm/coastertrack/special_full_corkscrew_right_1.mdl"	"XQM Coaster"	"Special Full Corkscrew Right 1"
"models/xqm/coastertrack/special_full_corkscrew_right_3.mdl"	"XQM Coaster"	"Special Full Corkscrew Right 3"
"models/xqm/coastertrack/special_full_corkscrew_right_4.mdl"	"XQM Coaster"	"Special Full Corkscrew Right 4"
"models/xqm/coastertrack/special_full_loop_3.mdl"	"XQM Coaster"	"Special Full Loop 3"
"models/xqm/coastertrack/special_full_loop_4.mdl"	"XQM Coaster"	"Special Full Loop 4"
"models/xqm/coastertrack/special_half_corkscrew_left_1.mdl"	"XQM Coaster"	"Special Half Corkscrew Left 1"
"models/xqm/coastertrack/special_half_corkscrew_left_2.mdl"	"XQM Coaster"	"Special Half Corkscrew Left 2"
"models/xqm/coastertrack/special_half_corkscrew_left_3.mdl"	"XQM Coaster"	"Special Half Corkscrew Left 3"
"models/xqm/coastertrack/special_half_corkscrew_left_4.mdl"	"XQM Coaster"	"Special Half Corkscrew Left 4"
"models/xqm/coastertrack/special_half_corkscrew_right_1.mdl"	"XQM Coaster"	"Special Half Corkscrew Right 1"
"models/xqm/coastertrack/special_half_corkscrew_right_2.mdl"	"XQM Coaster"	"Special Half Corkscrew Right 2"
"models/xqm/coastertrack/special_half_corkscrew_right_3.mdl"	"XQM Coaster"	"Special Half Corkscrew Right 3"
"models/xqm/coastertrack/special_half_corkscrew_right_4.mdl"	"XQM Coaster"	"Special Half Corkscrew Right 4"
"models/xqm/coastertrack/special_helix_middle_2.mdl"	"XQM Coaster"	"Special Helix Middle 2"
"models/xqm/coastertrack/special_helix_middle_3.mdl"	"XQM Coaster"	"Special Helix Middle 3"
"models/xqm/coastertrack/special_helix_middle_4.mdl"	"XQM Coaster"	"Special Helix Middle 4"
"models/xqm/coastertrack/special_helix_middle_full_2.mdl"	"XQM Coaster"	"Special Helix Middle Full 2"
"models/xqm/coastertrack/special_helix_middle_full_3.mdl"	"XQM Coaster"	"Special Helix Middle Full 3"
"models/xqm/coastertrack/special_helix_middle_full_4.mdl"	"XQM Coaster"	"Special Helix Middle Full 4"
"models/xqm/coastertrack/special_station.mdl"	"XQM Coaster"	"Special Station"
"models/xqm/coastertrack/special_sturn_left_2.mdl"	"XQM Coaster"	"Special Sturn Left 2"
"models/xqm/coastertrack/special_sturn_left_3.mdl"	"XQM Coaster"	"Special Sturn Left 3"
"models/xqm/coastertrack/special_sturn_left_4.mdl"	"XQM Coaster"	"Special Sturn Left 4"
"models/xqm/coastertrack/special_sturn_right_2.mdl"	"XQM Coaster"	"Special Sturn Right 2"
"models/xqm/coastertrack/special_sturn_right_3.mdl"	"XQM Coaster"	"Special Sturn Right 3"
"models/xqm/coastertrack/special_sturn_right_4.mdl"	"XQM Coaster"	"Special Sturn Right 4"
"models/xqm/coastertrack/straight_1.mdl"	"XQM Coaster"	"Straight 1"
"models/xqm/coastertrack/straight_2.mdl"	"XQM Coaster"	"Straight 2"
"models/xqm/coastertrack/straight_3.mdl"	"XQM Coaster"	"Straight 3"
"models/xqm/coastertrack/straight_4.mdl"	"XQM Coaster"	"Straight 4"
"models/xqm/coastertrack/turn_180_1.mdl"	"XQM Coaster"	"Turn 180 1"
"models/xqm/coastertrack/turn_180_2.mdl"	"XQM Coaster"	"Turn 180 2"
"models/xqm/coastertrack/turn_180_3.mdl"	"XQM Coaster"	"Turn 180 3"
"models/xqm/coastertrack/turn_180_4.mdl"	"XQM Coaster"	"Turn 180 4"
"models/xqm/coastertrack/turn_180_tight_2.mdl"	"XQM Coaster"	"Turn 180 Tight 2"
"models/xqm/coastertrack/turn_180_tight_3.mdl"	"XQM Coaster"	"Turn 180 Tight 3"
"models/xqm/coastertrack/turn_180_tight_4.mdl"	"XQM Coaster"	"Turn 180 Tight 4"
"models/xqm/coastertrack/turn_45_1.mdl"	"XQM Coaster"	"Turn 45 1"
"models/xqm/coastertrack/turn_45_2.mdl"	"XQM Coaster"	"Turn 45 2"
"models/xqm/coastertrack/turn_45_3.mdl"	"XQM Coaster"	"Turn 45 3"
"models/xqm/coastertrack/turn_45_4.mdl"	"XQM Coaster"	"Turn 45 4"
"models/xqm/coastertrack/turn_90_1.mdl"	"XQM Coaster"	"Turn 90 1"
"models/xqm/coastertrack/turn_90_2.mdl"	"XQM Coaster"	"Turn 90 2"
"models/xqm/coastertrack/turn_90_3.mdl"	"XQM Coaster"	"Turn 90 3"
"models/xqm/coastertrack/turn_90_4.mdl"	"XQM Coaster"	"Turn 90 4"
"models/xqm/coastertrack/turn_90_tight_1.mdl"	"XQM Coaster"	"Turn 90 Tight 1"
"models/xqm/coastertrack/turn_90_tight_2.mdl"	"XQM Coaster"	"Turn 90 Tight 2"
"models/xqm/coastertrack/turn_90_tight_3.mdl"	"XQM Coaster"	"Turn 90 Tight 3"
"models/xqm/coastertrack/turn_90_tight_4.mdl"	"XQM Coaster"	"Turn 90 Tight 4"
"models/xqm/coastertrack/turn_slope_180_1.mdl"	"XQM Coaster"	"Turn Slope 180 1"
"models/xqm/coastertrack/turn_slope_180_2.mdl"	"XQM Coaster"	"Turn Slope 180 2"
"models/xqm/coastertrack/turn_slope_180_3.mdl"	"XQM Coaster"	"Turn Slope 180 3"
"models/xqm/coastertrack/turn_slope_180_4.mdl"	"XQM Coaster"	"Turn Slope 180 4"
"models/xqm/coastertrack/turn_slope_45_1.mdl"	"XQM Coaster"	"Turn Slope 45 1"
"models/xqm/coastertrack/turn_slope_45_2.mdl"	"XQM Coaster"	"Turn Slope 45 2"
"models/xqm/coastertrack/turn_slope_45_3.mdl"	"XQM Coaster"	"Turn Slope 45 3"
"models/xqm/coastertrack/turn_slope_45_4.mdl"	"XQM Coaster"	"Turn Slope 45 4"
"models/xqm/coastertrack/turn_slope_90_1.mdl"	"XQM Coaster"	"Turn Slope 90 1"
"models/xqm/coastertrack/turn_slope_90_2.mdl"	"XQM Coaster"	"Turn Slope 90 2"
"models/xqm/coastertrack/turn_slope_90_3.mdl"	"XQM Coaster"	"Turn Slope 90 3"
"models/xqm/coastertrack/turn_slope_90_4.mdl"	"XQM Coaster"	"Turn Slope 90 4"
"models/xqm/coastertrack/turn_slope_down_180_1.mdl"	"XQM Coaster"	"Turn Slope Down 180 1"
"models/xqm/coastertrack/turn_slope_down_180_2.mdl"	"XQM Coaster"	"Turn Slope Down 180 2"
"models/xqm/coastertrack/turn_slope_down_180_3.mdl"	"XQM Coaster"	"Turn Slope Down 180 3"
"models/xqm/coastertrack/turn_slope_down_180_4.mdl"	"XQM Coaster"	"Turn Slope Down 180 4"
"models/xqm/coastertrack/turn_slope_down_45_1.mdl"	"XQM Coaster"	"Turn Slope Down 45 1"
"models/xqm/coastertrack/turn_slope_down_45_2.mdl"	"XQM Coaster"	"Turn Slope Down 45 2"
"models/xqm/coastertrack/turn_slope_down_45_3.mdl"	"XQM Coaster"	"Turn Slope Down 45 3"
"models/xqm/coastertrack/turn_slope_down_45_4.mdl"	"XQM Coaster"	"Turn Slope Down 45 4"
"models/xqm/coastertrack/turn_slope_down_90_1.mdl"	"XQM Coaster"	"Turn Slope Down 90 1"
"models/xqm/coastertrack/turn_slope_down_90_2.mdl"	"XQM Coaster"	"Turn Slope Down 90 2"
"models/xqm/coastertrack/turn_slope_down_90_3.mdl"	"XQM Coaster"	"Turn Slope Down 90 3"
"models/xqm/coastertrack/turn_slope_down_90_4.mdl"	"XQM Coaster"	"Turn Slope Down 90 4"
